,token,valid,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,ego_progress,time_to_collision_within_bound,comfort,score
22,d8052747bb57544b,True,1.0,1.0,1.0,0.5749522320279414,1.0,1.0,0.8228967633449756
23,3dac4631b32d5baa,True,1.0,1.0,1.0,0.7321024113642176,1.0,1.0,0.8883760047350906
24,1d2ce89fe79f55bd,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
25,15822499ddf9515d,True,1.0,1.0,1.0,0.5613159741912609,1.0,1.0,0.8172149892463588
26,a8f83a28e925555d,True,1.0,1.0,1.0,0.6287293565102272,1.0,1.0,0.8453038985459281
27,43861b94f4d959eb,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,cc9c17cee08d59ca,True,1.0,1.0,1.0,0.5157367459142217,1.0,1.0,0.7982236441309256
29,bf2eac0b47c55db7,True,1.0,1.0,1.0,0.22441859220153196,1.0,1.0,0.6768410800839716
30,c1e612a123d059d7,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
31,47f9e40a21f7510a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,71d723610abd5f16,True,1.0,1.0,1.0,0.9553747267764554,1.0,1.0,0.9814061361568563
33,567469e556cf5e6b,True,1.0,1.0,1.0,0.45993869177094027,0.0,1.0,0.3583077882378918
34,8b413245a4055519,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
35,9a4e8cacd6095527,True,1.0,1.0,1.0,0.16907060138722746,1.0,1.0,0.6537794172446781
36,315aedf84f9f59c3,True,1.0,1.0,1.0,1.0,0.0,1.0,0.5833333333333334
37,0bb779c3344d5b1d,True,1.0,1.0,1.0,0.4501717270539111,1.0,1.0,0.7709048862724629
38,b7d4918c77945775,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
39,165838dcee0152fe,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0
40,b2c9c066dc43545b,True,1.0,1.0,1.0,0.6542444786079147,0.0,1.0,0.43926853275329775
41,a04f86a92daf50ba,True,1.0,1.0,1.0,0.52563150428501,1.0,1.0,0.8023464601187542
42,dd9646cfa6935fae,True,1.0,1.0,1.0,0.7257550018288642,1.0,1.0,0.8857312507620266
43,594e39f9024a5835,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
44,3fea25d764c355dc,True,1.0,1.0,1.0,0.864837451864017,1.0,1.0,0.943682271610007
45,e450c08eafcf5b91,True,1.0,1.0,1.0,0.6063146042241959,1.0,1.0,0.8359644184267484
46,a9af1e73c9575428,True,1.0,1.0,1.0,0.45405812427177045,1.0,1.0,0.7725242184465709
47,9fcf3a5f4d495b70,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
48,1f913e9b33f155c6,True,1.0,1.0,1.0,0.6151126777321392,1.0,1.0,0.8396302823883913
49,ba8b30ba37d05ed6,True,1.0,1.0,1.0,0.6200017357412251,1.0,1.0,0.841667389892177
50,17aab91aa7585eb6,True,1.0,1.0,1.0,0.7281229826055609,1.0,1.0,0.8867179094189837
51,7f19b2fd14435b73,True,1.0,1.0,1.0,0.9894062155335003,0.0,1.0,0.5789192564722918
52,fddb0bdd1d7f53e0,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
53,0372bb63e704555a,True,1.0,1.0,1.0,0.6707797228425967,1.0,1.0,0.8628248845177486
54,67628d15c5b45860,True,1.0,1.0,1.0,0.5377027384701327,1.0,1.0,0.8073761410292221
55,20eb3d1d711554a3,True,1.0,1.0,1.0,0.7794004746315346,1.0,1.0,0.9080835310964727
56,df11795878cb5419,True,1.0,1.0,1.0,0.601119258710273,1.0,1.0,0.8337996911292804
57,d639c104b63e568d,True,1.0,1.0,1.0,0.6314227882747059,1.0,1.0,0.8464261617811274
58,ead2f3a4f1ad58ac,True,1.0,1.0,1.0,0.48748594803702766,1.0,1.0,0.7864524783487615
59,ebad44bb4ab65707,True,1.0,1.0,1.0,0.657580022957108,1.0,1.0,0.8573250095654616
60,95809cb5fc4a549f,True,1.0,1.0,1.0,0.5183624941552804,1.0,1.0,0.7993177058980335
61,6fdea0636809523e,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
62,f1041299a1a059f5,True,1.0,1.0,1.0,0.34668879339668207,1.0,1.0,0.7277869972486175
63,02af0d9081855c54,True,1.0,1.0,1.0,0.6331342999127105,1.0,1.0,0.8471392916302961
64,9095dbedac905e58,True,1.0,1.0,1.0,0.6390319721602632,1.0,1.0,0.8495966550667763
65,a25c5a2632f952d7,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
66,1671f2a335fb5968,True,1.0,1.0,1.0,0.596014125038613,1.0,1.0,0.831672552099422
67,aaa52295ba6e5daf,True,1.0,1.0,1.0,0.5613789773468522,1.0,1.0,0.8172412405611884
68,50613cf56a8d5a38,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0
69,d79128ba24155262,True,1.0,1.0,1.0,0.8262440561877843,1.0,1.0,0.9276016900782436
70,f841083805af5242,True,1.0,1.0,1.0,0.6143757912790248,1.0,1.0,0.8393232463662604
71,307b5c7a59cd57b2,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
72,5496f69033515dd4,True,1.0,1.0,1.0,0.6293299307424506,1.0,1.0,0.8455541378093544
73,9fe2a67d11ff55f2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,5c9f3b6bfc615ad4,True,1.0,1.0,1.0,0.5461633124508551,1.0,1.0,0.8109013801878563
75,19cd103b5ae1538e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,90e143b64aa15442,True,1.0,1.0,1.0,0.7447742112065213,1.0,1.0,0.8936559213360505
77,5b5be980b0815e76,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
78,e06452718ec757c6,True,1.0,1.0,1.0,0.763033055117488,1.0,1.0,0.90126377296562
79,23502259fe7450ea,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0
80,8a67627289225991,True,1.0,1.0,1.0,0.5316756401440099,1.0,1.0,0.8048648500600041
81,07317a5c43a05eef,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
82,1611f4d5c0395de4,True,1.0,1.0,1.0,0.6756682601353526,1.0,1.0,0.8648617750563968
83,6aeafad06d0055ba,True,1.0,1.0,1.0,0.691813046399345,1.0,1.0,0.8715887693330604
84,6afb5356f35b547c,True,1.0,1.0,1.0,0.536912790406653,1.0,1.0,0.8070469960027721
85,a4004f6529cf511e,True,1.0,1.0,1.0,0.6328340509601064,1.0,1.0,0.8470141879000442
86,49f8fc6be75f56fc,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
87,b1e0acd51fbf5895,True,1.0,1.0,1.0,0.5900185131999915,1.0,1.0,0.8291743804999965
88,465d43bf893d5e66,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
89,1e5912e7fc4f5451,True,1.0,1.0,1.0,0.5628005477024859,1.0,1.0,0.8178335615427024
90,03ed102b769458cd,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
91,d3999ba1a6b9527a,True,1.0,1.0,1.0,0.668536865413272,1.0,1.0,0.8618903605888634
92,8847def0336a54a1,True,1.0,1.0,1.0,0.5077650443419198,1.0,1.0,0.7949021018091332
93,d4f46232d69d5d16,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
94,d113b39be843564f,True,1.0,1.0,1.0,0.7070065576935035,1.0,1.0,0.8779193990389599
95,bdae4b23337b5834,True,1.0,1.0,1.0,0.6066260709450462,1.0,1.0,0.8360941962271026
96,341d69eed08a520b,True,1.0,1.0,1.0,0.6191922253385909,1.0,1.0,0.8413300938910795
97,1bc034e245e85197,True,1.0,1.0,1.0,0.7450112905393182,1.0,1.0,0.8937547043913826
98,6352864cf9f95bb8,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
99,837ce609a8ec58e9,True,1.0,1.0,1.0,0.649112659832493,1.0,1.0,0.8537969415968721
100,aedd14aa2f3452c3,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
101,9aa76ff06fd153d8,True,1.0,1.0,1.0,0.5007483347209128,1.0,1.0,0.7919784728003804
102,4af3bf4ef6f35dc7,True,1.0,1.0,1.0,0.6351708368105249,1.0,1.0,0.847987848671052
103,4f87ef91e3425ebc,True,1.0,1.0,1.0,0.5464068802070297,1.0,1.0,0.8110028667529291
104,35f13a6de1575fdc,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
105,6b9c9cf543b25944,True,1.0,1.0,1.0,0.558405701881099,1.0,1.0,0.8160023757837912
106,de354f243fa157ec,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
107,9b4a82c95856552f,True,1.0,1.0,1.0,0.5293209842467164,1.0,1.0,0.8038837434361318
108,8140728e0011561d,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
109,64d046ec9cee51d4,True,1.0,1.0,1.0,0.49479414300019603,1.0,1.0,0.789497559583415
110,b555e2488dc7531e,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
111,e6dc564e1a3a588e,True,1.0,1.0,1.0,0.6110739438442665,1.0,1.0,0.8379474766017777
112,5b31f501fa395990,True,1.0,1.0,1.0,0.8194769355344024,0.0,1.0,0.508115389806001
113,27ff47ea8aea59cf,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
114,349b80a3d95e5f6e,True,1.0,1.0,1.0,0.3594021866865024,1.0,1.0,0.7330842444527094
115,9d010e744f5b5c3a,True,1.0,1.0,1.0,0.6178072231072496,1.0,1.0,0.8407530096280206
116,d6b5646287065fa8,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
117,1318d167bff95fb4,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
118,f9d395a43f2550dd,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
119,e5e0c85236f95d91,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
120,1ec58e13fee45a30,True,1.0,1.0,1.0,0.12265922686412664,1.0,1.0,0.6344413445267194
121,610d428caeb35b9e,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
122,82e1485de4fa5b71,True,1.0,1.0,1.0,0.597902027157329,1.0,1.0,0.8324591779822205
123,1b439c269a83590c,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
124,f0d1419c24b85651,True,1.0,1.0,1.0,0.5333745329277082,1.0,1.0,0.8055727220532117
125,acfe9f2fe77c5b79,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
126,50aa287e430e5ab3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
127,1126dc50618d5981,True,1.0,1.0,1.0,0.14402748636769833,1.0,1.0,0.643344785986541
128,7ac633604a3c572d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
129,7b6efdd222ca5777,True,1.0,1.0,1.0,0.6585588127722592,1.0,1.0,0.8577328386551081
130,964c8941cfe558bb,True,1.0,1.0,1.0,0.5677720844217724,1.0,1.0,0.8199050351757385
131,c51794fe27365574,True,1.0,1.0,1.0,0.49440133673064773,0.0,1.0,0.37266722363776994
132,49ee466685265a80,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0
133,fe5298731e0f5a6c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
134,ee91209e45fe5141,True,1.0,1.0,1.0,0.33564030771443076,1.0,1.0,0.7231834615476794
135,d7928caf300452e2,True,1.0,1.0,1.0,0.5943048448043107,1.0,1.0,0.8309603520017962
136,3b34e3fd5b9e5767,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
137,92c38e520e515a8a,True,1.0,1.0,1.0,0.8785471904526639,1.0,1.0,0.94939466268861
138,90335cc20a755637,True,1.0,1.0,1.0,0.4383250641781183,1.0,1.0,0.7659687767408826
139,6d2fdf97f60654af,True,0.5,1.0,1.0,0.3577379082876068,0.0,1.0,0.15786206422658475
140,c013fdf3f7505fc2,True,1.0,1.0,1.0,0.5060354269575091,1.0,1.0,0.7941814278989622
141,3ceb5afc67975881,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
142,8d86cfd038145f2a,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0
143,60216ba3ee9557d9,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
144,834a7c22e2c55c71,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
145,7c7e92d50f92564b,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0
146,410171a43ce453c2,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0
147,c460ec097ed958a2,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0
148,cb8b1f36617c50d4,True,1.0,1.0,1.0,0.5227300851330055,1.0,1.0,0.8011375354720857
149,7ab9788ed4bb5bda,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
150,edb0dbd58be650f3,True,1.0,1.0,1.0,0.36724648813281585,1.0,1.0,0.7363527033886733
151,671da9103fe05141,True,1.0,1.0,1.0,0.33472037236565144,1.0,1.0,0.7228001551523547
152,b3211f9908a45786,True,1.0,1.0,1.0,0.4033484798554121,1.0,1.0,0.751395199939755
153,9a0b762c08af59f8,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
154,a85ffd3bc9775adb,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0
155,74cf2bc3433f59dd,True,1.0,1.0,1.0,0.43881587306217623,1.0,1.0,0.7661732804425734
156,804236dcfffa523e,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
157,7c7c063205ec5f3c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158,fef473f296d15eee,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
159,05fb38ec7e175ce3,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
160,e8ad4904c3d658bd,True,1.0,1.0,1.0,0.4818070206304212,1.0,1.0,0.7840862585960089
161,35ae50756b8952b9,True,1.0,1.0,1.0,0.751033609314752,1.0,1.0,0.8962640038811468
162,4c37db4893c155d2,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
163,24108688ab4856ab,True,1.0,1.0,1.0,0.3288408880205016,1.0,1.0,0.7203503700085423
164,e6e4e254f1c55405,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
165,b3056d1269ae5df9,True,1.0,1.0,1.0,0.32223187174970414,1.0,1.0,0.7175966132290433
166,4e3aab178b035e85,True,1.0,1.0,1.0,0.36416939752483407,1.0,1.0,0.7350705823020142
167,d063f70ffb44513e,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
168,66f664c031765c74,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
169,045a93a43af35fd1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170,ff9d7c14934b541e,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
171,ed19f6a36af757b7,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0
172,4cee76c8118b5609,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
173,a412624e363853f0,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
174,563f15ca855f541d,True,1.0,1.0,1.0,0.3634228142690393,1.0,1.0,0.734759505945433
175,4459594521595a93,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
176,93ded00411ba5505,True,1.0,1.0,1.0,0.5447189965244527,1.0,1.0,0.8102995818851886
177,8339579a512e5ac0,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
178,4c2d79a8bcc155bd,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
179,9a00d37375a95d7e,True,1.0,1.0,1.0,0.39175694853336407,1.0,1.0,0.746565395222235
180,41f5e95324715d0e,True,1.0,1.0,1.0,0.5843318630458791,1.0,1.0,0.8268049429357829
181,e63b6dfddfc855da,True,1.0,1.0,1.0,0.3983027212511815,1.0,1.0,0.7492928005213256
182,d7cc45e58d175329,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
183,3aa02e49724c5c4b,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
184,b8819562a6ed5096,True,1.0,1.0,1.0,0.6546936758519896,1.0,1.0,0.8561223649383289
185,8a6d53a0e36a599d,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
186,f6d575d8e0a45772,True,1.0,1.0,1.0,0.2965061609860176,1.0,1.0,0.7068775670775073
187,931c9ec2bfa55d47,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
188,a87b2701a5c558f4,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
189,c651cbad634b54f5,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
190,b04064e074f55bb0,True,1.0,1.0,1.0,0.4552275577265052,1.0,1.0,0.7730114823860438
191,020dee65dab453bb,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
192,0d0972c70bd955cc,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
193,2ad650691b5d58f0,True,0.5,0.0,1.0,0.0,0.0,1.0,0.0
194,ada676e1203d5ad7,True,1.0,1.0,1.0,0.4729829933669374,1.0,1.0,0.7804095805695571
195,3ae2ab1099d65c2a,True,1.0,1.0,1.0,0.7559761169731397,1.0,1.0,0.8983233820721415
196,a472c2f69a3456f3,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
197,f4da372227475285,True,1.0,1.0,1.0,0.47395913468120193,1.0,1.0,0.7808163061171675
198,acd1fd0b50b659c8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
199,ea34282dc63d5a9a,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
200,48bbe3acc93450aa,True,1.0,1.0,1.0,0.6811611775059452,1.0,1.0,0.8671504906274773
201,5c57e87e3c2a5b09,True,1.0,1.0,1.0,0.6592030505818371,1.0,1.0,0.8580012710757655
202,66225fc71bd35554,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
203,32de90ab38ad568a,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0
204,7a6d3719323a5188,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
205,cfafe7fdd6b15b4d,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
206,e7ca264a0dd359f3,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
207,c46b2546f3565375,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
208,d1f968b127ae5f25,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0
209,0779c5aaceda51b5,True,0.5,1.0,1.0,0.3484435656458412,0.0,1.0,0.1559257428428836
210,821f5be699cd5942,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
211,786c49b2f19f54c0,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
212,4a7fd1bd37ed5463,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
213,a38bd3c8068d5ebb,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
214,ed31f41d4b2c5e33,True,1.0,1.0,1.0,0.6606363736483172,1.0,1.0,0.8585984890201321
215,04703c86cf5b5a20,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
216,5f89ac40ee155a0e,True,1.0,1.0,1.0,0.7040864075140127,1.0,1.0,0.8767026697975053
217,b9ca1e41206e5a03,True,1.0,1.0,1.0,0.8463296808102603,1.0,1.0,0.9359707003376085
218,19c99be4f21f5a0a,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
219,b3b3a0cc7dec50a0,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
220,1468001ef92e5109,True,1.0,1.0,1.0,0.8270338200987808,1.0,1.0,0.927930758374492
221,9ea456b1af1758d6,True,1.0,1.0,1.0,0.5331406197611874,1.0,1.0,0.8054752582338282
222,a27875deccc151e0,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
223,d10f3128649054ef,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
224,97c8e9ca10ba5a69,True,1.0,1.0,1.0,0.683549397068486,1.0,1.0,0.8681455821118691
225,d0c31f4b85ea5028,True,1.0,1.0,1.0,0.8336687935923253,1.0,1.0,0.9306953306634688
226,cd8713b912495b6d,True,1.0,1.0,1.0,0.7992509197209263,1.0,1.0,0.9163545498837192
227,ea57ba531b9f5599,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
228,099e737993e15319,True,1.0,1.0,1.0,0.6171379908891463,1.0,1.0,0.8404741628704776
229,d7193cbff1cd58e2,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
230,3fd83f3f2ac3592a,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
231,b11d39291cd55ed7,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0
232,c06773e2267b568e,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
233,93a5e1de2d185374,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
234,21cd282d8b27526f,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
235,59bb570b4290572d,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
236,70615adb309b596a,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
237,38e2900d6e60513b,True,1.0,1.0,1.0,0.8648355683496136,1.0,1.0,0.943681486812339
238,9243ca15a76e552f,True,1.0,1.0,1.0,0.64607811743375,1.0,1.0,0.852532548930729
239,d92297ffbf655d53,True,1.0,1.0,1.0,0.8874993723252079,1.0,1.0,0.9531247384688366
240,624182d3de8255d8,True,1.0,1.0,1.0,0.6646580672174249,1.0,1.0,0.8602741946739271
241,1ed7ae84b65d52b4,True,1.0,1.0,1.0,0.359925399472228,1.0,1.0,0.7333022497800951
242,cbb561f30e295903,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
243,53c9f25e1fda5ce0,True,1.0,1.0,1.0,0.9362591350130625,1.0,1.0,0.9734413062554427
244,026e84581e0f5044,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
245,2b201c0ffa245b8b,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
246,9acaaa1400115088,True,1.0,1.0,1.0,0.5206366799854945,1.0,1.0,0.8002652833272893
247,609d74e2399c53ad,True,1.0,1.0,1.0,0.7510770373902761,1.0,1.0,0.8962820989126151
248,a69eba54eedd5a64,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
249,ceb5b3df40105f05,True,1.0,1.0,1.0,0.670740314493162,1.0,1.0,0.8628084643721508
250,dfd5770faffa5ba7,True,1.0,1.0,1.0,0.6596632959774341,1.0,1.0,0.8581930399905975
251,71aea26de05f5b5d,True,1.0,1.0,1.0,0.4463492321091972,1.0,1.0,0.7693121800454988
252,beaa12171da45b46,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
253,f3d2d8c177b95556,True,1.0,1.0,1.0,0.8845069383026348,1.0,1.0,0.9518778909594312
254,66c9f19c11615415,True,1.0,1.0,1.0,0.5696614610867565,1.0,1.0,0.8206922754528151
255,557109eff1465e61,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0
256,1a37d69ab5805f15,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
257,eb72736f2edf5380,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
258,20e43811ef645269,True,1.0,1.0,1.0,0.6427166893107642,1.0,1.0,0.8511319538794851
259,69f80a41cbaa5c1b,True,1.0,1.0,1.0,0.6176420464986127,1.0,1.0,0.8406841860410886
260,6c578cebcf47592b,True,1.0,1.0,1.0,0.34659391211844515,1.0,1.0,0.7277474633826855
261,1448739cbe165094,True,1.0,1.0,1.0,0.4092411870676216,1.0,1.0,0.753850494611509
262,861a8feb26275bd1,True,1.0,1.0,1.0,0.6890618797545642,1.0,1.0,0.8704424498977351
263,157c6c5b1b9d5608,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0
264,ed3da5aa48d15354,True,1.0,1.0,1.0,0.437211819501056,1.0,1.0,0.7655049247921067
265,32648fe3eaa45ed1,True,1.0,1.0,1.0,0.6632938837823468,1.0,1.0,0.8597057849093112
266,cdd98520c4e95450,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
267,a4a6338966735427,True,1.0,1.0,1.0,0.5941623040408541,1.0,1.0,0.8309009600170225
268,a1adc0fae78f5a3f,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
269,284fd8dedc2c59a4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
270,40fdcf88e3265655,True,1.0,1.0,1.0,0.5299310050662315,1.0,1.0,0.8041379187775964
271,85dba97943515cbd,True,1.0,1.0,1.0,0.6082123738664142,1.0,1.0,0.8367551557776727
272,98c7a48dd75052ab,True,1.0,1.0,1.0,0.6356124123801944,0.0,1.0,0.431505171825081
273,dc12fe40cbbb5b3f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274,dd71dee142f05d7d,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
275,9f6ae3dae4585cef,True,1.0,1.0,1.0,0.6885178966848748,1.0,1.0,0.8702157902853646
276,281510a734895f33,True,1.0,1.0,1.0,0.674147011300199,0.0,1.0,0.4475612547084163
277,0e479a9039ef5c10,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
278,c8ba106036ea56b1,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
279,38f1e14586bd51e3,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
280,8c639d319c5e5e20,True,1.0,1.0,1.0,0.5994799592543855,1.0,1.0,0.8331166496893273
281,85da27c3381e5e63,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
282,180e235fe7b75dbc,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
283,bd646d9caaef57d8,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
284,294ea882f7ba5d71,True,1.0,1.0,1.0,0.4315350572277345,1.0,1.0,0.7631396071782227
